Card Name,Card Code,Copies Possessed (out of 3),Class,Traits,Card Type,Card Cost,Attack,Defense,Artist,Promo Obtain Source (if PR in code),Art URL
Sister Initiate,BP01-143EN,0,Havencraft,Faith,Follower,2,3,2,Kawaku,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-143EN.png
Mainyu,BP01-144EN,0,Havencraft,Zealot,Follower,2,2,2,pru,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-144EN.png
Mainyu,BP01-145EN,0,Havencraft,Zealot,Follower / Evolved,-,3,3,pru,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-145EN.png
Snake Priestess,BP01-146EN,0,Havencraft,Zealot,Follower,1,1,3,COGA,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-146EN.png
Curate,BP01-147EN,0,Havencraft,Faith,Follower,6,5,5,liiko,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-147EN.png
Hallowed Dogma,BP01-148EN,0,Havencraft,Faith,Spell,1,-,-,IGARASHI,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-148EN.png
Guardian Sun,BP01-149EN,0,Havencraft,Faith,Amulet,1,-,-,NOTT,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-149EN.png
Death Sentence,BP01-150EN,0,Havencraft,Zealot,Amulet,3,-,-,hikaru,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-150EN.png
Gabriel,BP01-151EN,0,Neutral,Angel,Follower,6,4,3,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-151EN.png
Lucifer,BP01-152EN,0,Neutral,Angel|Fallen Angel,Follower,7,6,7,Mushimaro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-152EN.png
Lucifer,BP01-153EN,0,Neutral,Angel|Fallen Angel,Follower / Evolved,-,8,7,Mushimaro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-153EN.png
Flame and Glass,BP01-154EN,0,Neutral,Archfiend,Follower,10,7,7,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-154EN.png
Urd,BP01-155EN,0,Neutral,Deity,Follower,4,2,2,Ponzu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-155EN.png
Urd,BP01-156EN,0,Neutral,Deity,Follower / Evolved,-,3,3,Ponzu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-156EN.png
Wind God,BP01-157EN,0,Neutral,Deity,Follower,4,1,5,Mushimaro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-157EN.png
Gilgamesh,BP01-158EN,0,Neutral,Deity,Follower,7,6,6,Ryosuke Aiba (CyDesignation),,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-158EN.png
Bellringer Angel,BP01-159EN,0,Neutral,Angel,Follower,1,0,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-159EN.png
Bellringer Angel,BP01-160EN,0,Neutral,Angel,Follower / Evolved,-,0,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-160EN.png
Altered Fate,BP01-161EN,0,Neutral,Deity,Spell,2,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-161EN.png
Path to Purgatory,BP01-162EN,0,Neutral,Archfiend,Amulet,3,-,-,Ryosuke Aiba (CyDesignation),,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-162EN.png
Lizardman,BP01-163EN,0,Neutral,Mercenary,Follower,3,4,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-163EN.png
Goblinmount Demon,BP01-164EN,0,Neutral,Goblinoid,Follower,5,6,6,honart,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-164EN.png
Goblinmount Demon,BP01-165EN,0,Neutral,Goblinoid,Follower / Evolved,-,7,7,honart,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-165EN.png
Harnessed Flame,BP01-166EN,0,Neutral,Fiend,Follower,3,3,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-166EN.png
Harnessed Glass,BP01-167EN,0,Neutral,Fiend,Follower,3,2,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-167EN.png
Demonic Strike,BP01-168EN,0,Neutral,Fiend,Spell,3,-,-,Tricky Agura,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-168EN.png
Execution,BP01-169EN,0,Neutral,Fiend,Spell,4,-,-,Tricky Agura,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-169EN.png
Trail of Light,BP01-170EN,0,Neutral,Lightborne,Spell,2,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-170EN.png
Goblin,BP01-171EN,0,Neutral,Goblinoid,Follower,1,2,2,Tricky Agura,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-171EN.png
Goblin,BP01-172EN,0,Neutral,Goblinoid,Follower / Evolved,-,4,4,Tricky Agura,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-172EN.png
Fighter,BP01-173EN,0,Neutral,Mercenary,Follower,2,2,3,Tricky Agura,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-173EN.png
Goliath,BP01-174EN,0,Neutral,Gigant,Follower,3,3,4,hippo,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-174EN.png
Goliath,BP01-175EN,0,Neutral,Gigant,Follower / Evolved,-,5,6,hippo,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-175EN.png
Angelic Sword Maiden,BP01-176EN,0,Neutral,Angel,Follower,5,4,6,Melodyoflost,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-176EN.png
Healing Angel,BP01-177EN,0,Neutral,Angel,Follower,3,2,4,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-177EN.png
Healing Angel,BP01-178EN,0,Neutral,Angel,Follower / Evolved,-,3,5,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-178EN.png
Angelic Snipe,BP01-179EN,0,Neutral,Angel,Spell,1,-,-,hirooka masaki,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-179EN.png
Angelic Barrage,BP01-180EN,0,Neutral,Angel,Spell,1,-,-,Toshiaki Takayama,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-180EN.png
Arisa,BP01-LD01EN,0,Forestcraft,,Leader,-,-,-,Nambo Attall,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-LD01EN.png
"Aria, Dancing Fairy",BP01-LD02EN,0,Forestcraft,,Leader,-,-,-,Mushimaro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-LD02EN.png
Erika,BP01-LD03EN,0,Swordcraft,,Leader,-,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-LD03EN.png
"Aurelia, Blooming Blade",BP01-LD04EN,0,Swordcraft,,Leader,-,-,-,Mushimaro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-LD04EN.png
Isabelle,BP01-LD05EN,0,Runecraft,,Leader,-,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-LD05EN.png
"Erasmus, Magical Sage",BP01-LD06EN,0,Runecraft,,Leader,-,-,-,Kazashino,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-LD06EN.png
Rowen,BP01-LD07EN,0,Dragoncraft,,Leader,-,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-LD07EN.png
"Zirnitra, Zealous Wings",BP01-LD08EN,0,Dragoncraft,,Leader,-,-,-,Kouta Nagamori,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-LD08EN.png
Luna,BP01-LD09EN,0,Abysscraft,,Leader,-,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-LD09EN.png
Urias,BP01-LD10EN,0,Abysscraft,,Leader,-,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-LD10EN.png
Eris,BP01-LD11EN,0,Havencraft,,Leader,-,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-LD11EN.png
"Ramina, Crescent Beast",BP01-LD12EN,0,Havencraft,,Leader,-,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-LD12EN.png
Homecoming,BP01-P01EN,0,Forestcraft,Elf,Spell,3,-,-,Ponzu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P01EN.png
Elf Child May,BP01-P02EN,0,Forestcraft,Elf,Follower,1,1,1,Tsune-kun,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P02EN.png
Archer,BP01-P03EN,0,Forestcraft,Hunter,Follower,2,1,4,Nijihara,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P03EN.png
Archer,BP01-P04EN,0,Forestcraft,Hunter,Follower / Evolved,-,1,4,Nijihara,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P04EN.png
Fairy Circle,BP01-P05EN,0,Forestcraft,Pixie,Spell,1,-,-,wakatsuki sana,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P05EN.png
Alwida's Command,BP01-P06EN,0,Swordcraft,Thief,Spell,5,-,-,Mayoko,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P06EN.png
Maid Leader,BP01-P07EN,0,Swordcraft,Officer|Maid,Follower,1,1,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P07EN.png
Maid Leader,BP01-P08EN,0,Swordcraft,Officer|Maid,Follower / Evolved,-,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P08EN.png
Sage Commander,BP01-P09EN,0,Swordcraft,Commander,Follower,5,5,5,ZEN,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P09EN.png
Novice Trooper,BP01-P10EN,0,Swordcraft,Officer,Follower,3,3,3,naturaljuice,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P10EN.png
Dimension Shift,BP01-P11EN,0,Runecraft,Mage,Spell,12,-,-,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P11EN.png
Spectral Wizard,BP01-P12EN,0,Runecraft,Mage,Follower,2,2,2,Hachi,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P12EN.png
Spectral Wizard,BP01-P13EN,0,Runecraft,Mage,Follower / Evolved,-,3,3,Hachi,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P13EN.png
Price of Magic,BP01-P14EN,0,Runecraft,Earth Sigil,Amulet,3,-,-,JNAME,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P14EN.png
Sorcery Cache,BP01-P15EN,0,Runecraft,Mage,Spell,2,-,-,COGA,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P15EN.png
"Aiela, Dragon Knight",BP01-P16EN,0,Dragoncraft,Dragonheart,Follower,3,3,2,Ponzu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P16EN.png
Shenlong,BP01-P17EN,0,Dragoncraft,Wyrmkin,Follower,5,4,5,Toshiaki Takayama,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P17EN.png
Shenlong,BP01-P18EN,0,Dragoncraft,Wyrmkin,Follower / Evolved,-,5,6,Toshiaki Takayama,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P18EN.png
Wyrm Spire,BP01-P19EN,0,Dragoncraft,Dragonewt,Amulet,6,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P19EN.png
Blazing Breath,BP01-P20EN,0,Dragoncraft,Wyrmkin,Spell,1,-,-,Illfill,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P20EN.png
Mordecai the Duelist,BP01-P21EN,0,Abysscraft,Departed,Follower,5,5,5,HIDA KEIJI,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P21EN.png
Crazed Executioner,BP01-P22EN,0,Abysscraft,Cutthroat,Follower,3,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P22EN.png
Crazed Executioner,BP01-P23EN,0,Abysscraft,Cutthroat,Follower / Evolved,-,3,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P23EN.png
Dark General,BP01-P24EN,0,Abysscraft,Demon,Follower,4,5,5,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P24EN.png
Rabbit Necromancer,BP01-P25EN,0,Abysscraft,Necromancer,Follower,3,3,3,YaoLiang,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P25EN.png
Themis's Decree,BP01-P26EN,0,Havencraft,Faith,Spell,5,-,-,sime,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P26EN.png
Prism Priestess,BP01-P27EN,0,Havencraft,Faith,Follower,1,1,1,Tsune-kun,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P27EN.png
Prism Priestess,BP01-P28EN,0,Havencraft,Faith,Follower / Evolved,-,2,2,Tsune-kun,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P28EN.png
Blackened Scripture,BP01-P29EN,0,Havencraft,Zealot,Spell,2,-,-,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P29EN.png
Death Sentence,BP01-P30EN,0,Havencraft,Zealot,Amulet,3,-,-,hikaru,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P30EN.png
Wind God,BP01-P31EN,0,Neutral,Deity,Follower,4,1,5,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P31EN.png
Bellringer Angel,BP01-P32EN,0,Neutral,Angel,Follower,1,0,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P32EN.png
Bellringer Angel,BP01-P33EN,0,Neutral,Angel,Follower / Evolved,-,0,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P33EN.png
Harnessed Flame,BP01-P34EN,0,Neutral,Fiend,Follower,3,3,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P34EN.png
Harnessed Glass,BP01-P35EN,0,Neutral,Fiend,Follower,3,2,3,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-P35EN.png
Rose Queen,BP01-SL01EN,0,Forestcraft,Verdant,Follower,8,7,7,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL01EN.png
Ancient Elf,BP01-SL02EN,0,Forestcraft,Elf,Follower,2,2,2,Ryosuke Aiba (CyDesignation),,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL02EN.png
Ancient Elf,BP01-SL03EN,0,Forestcraft,Elf,Follower / Evolved,-,3,3,Ryosuke Aiba (CyDesignation),,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL03EN.png
Sea Queen Otohime,BP01-SL04EN,0,Swordcraft,Commander|Princess,Follower,4,3,4,Ponzu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL04EN.png
Sea Queen Otohime,BP01-SL05EN,0,Swordcraft,Commander|Princess,Follower / Evolved,-,4,5,Ponzu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL05EN.png
"Aurelia, Regal Saber",BP01-SL06EN,0,Swordcraft,Commander|Princess,Follower,5,4,6,Mushimaro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL06EN.png
Arch Summoner Erasmus,BP01-SL07EN,0,Runecraft,Mage,Follower,7,6,8,Mstk,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL07EN.png
Merlin,BP01-SL08EN,0,Runecraft,Mage,Follower,3,3,2,Mushimaro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL08EN.png
Merlin,BP01-SL09EN,0,Runecraft,Mage,Follower / Evolved,-,4,3,Mushimaro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL09EN.png
Dark Dragoon Forte,BP01-SL10EN,0,Dragoncraft,Dragonheart,Follower,4,5,1,Mushimaro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL10EN.png
Dark Dragoon Forte,BP01-SL11EN,0,Dragoncraft,Dragonheart,Follower / Evolved,-,7,3,Mushimaro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL11EN.png
Zirnitra,BP01-SL12EN,0,Dragoncraft,Dragonewt,Follower,3,3,2,Ryosuke Aiba (CyDesignation),,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL12EN.png
Cerberus,BP01-SL13EN,0,Abysscraft,Demon,Follower,4,3,3,Mushimaro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL13EN.png
Cerberus,BP01-SL14EN,0,Abysscraft,Demon,Follower / Evolved,-,5,5,Mushimaro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL14EN.png
Lord Atomy,BP01-SL15EN,0,Abysscraft,Departed,Follower,9,6,6,Seungpil Jang,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL15EN.png
Moon Al-mi'raj,BP01-SL16EN,0,Havencraft,Beast,Follower,5,4,5,Mushimaro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL16EN.png
Jeanne d'Arc,BP01-SL17EN,0,Havencraft,Luminary,Follower,4,3,4,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL17EN.png
Jeanne d'Arc,BP01-SL18EN,0,Havencraft,Luminary,Follower / Evolved,-,4,5,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL18EN.png
Gabriel,BP01-SL19EN,0,Neutral,Angel,Follower,6,4,3,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL19EN.png
Lucifer,BP01-SL20EN,0,Neutral,Angel|Fallen Angel,Follower,7,6,7,Mushimaro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL20EN.png
Lucifer,BP01-SL21EN,0,Neutral,Angel|Fallen Angel,Follower / Evolved,-,8,7,Mushimaro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL21EN.png
Flame and Glass,BP01-SL22EN,0,Neutral,Archfiend,Follower,10,7,7,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-SL22EN.png
Thorn Burst,BP01-T01EN,0,Forestcraft,Verdant,Spell / Token,2,-,-,liiko,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-T01EN.png
Fairy Wisp,BP01-T02EN,0,Forestcraft,Pixie,Follower / Token,0,1,1,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-T02EN.png
Fairy,BP01-T03EN,0,Forestcraft,Pixie,Follower / Token,1,1,1,HIROSHI KAIEDA,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-T03EN.png
Otohime's Bodyguard,BP01-T04EN,0,Swordcraft,Officer,Follower / Token,1,1,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-T04EN.png
Knight,BP01-T05EN,0,Swordcraft,Officer,Follower / Token,1,1,1,hikaru,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-T05EN.png
Viking,BP01-T06EN,0,Swordcraft,Thief,Follower / Token,3,3,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-T06EN.png
Steelclad Knight,BP01-T07EN,0,Swordcraft,Officer,Follower / Token,2,2,2,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-T07EN.png
Strikeform Golem,BP01-T08EN,0,Runecraft,Golem,Follower / Token,2,3,2,Budi,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-T08EN.png
Guardform Golem,BP01-T09EN,0,Runecraft,Golem,Follower / Token,2,2,3,Budi,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-T09EN.png
Magic Sediment,BP01-T10EN,0,Runecraft,Earth Sigil,Amulet / Token,1,-,-,Kouta Nagamori,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-T10EN.png
Dragon,BP01-T11EN,0,Dragoncraft,Wyrmkin,Follower / Token,4,5,5,Uncredited,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-T11EN.png
Mimi,BP01-T12EN,0,Abysscraft,Demon,Spell / Token,0,-,-,Mushimaro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-T12EN.png
Coco,BP01-T13EN,0,Abysscraft,Demon,Spell / Token,0,-,-,Mushimaro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-T13EN.png
Ghost,BP01-T14EN,0,Abysscraft,Departed,Follower / Token,1,1,1,GING,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-T14EN.png
Forest Bat,BP01-T15EN,0,Abysscraft,Vampire,Follower / Token,1,1,1,Hisanobu Kometani,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-T15EN.png
Holy Falcon,BP01-T16EN,0,Havencraft,Avian,Follower / Token,3,2,2,Nejita,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-T16EN.png
Holy Tiger,BP01-T17EN,0,Havencraft,Beast,Follower / Token,4,4,4,Kouta Nagamori,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-T17EN.png
Rose Queen,BP01-U01EN,0,Forestcraft,Verdant,Follower,8,7,7,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-U01EN.png
Sea Queen Otohime,BP01-U02EN,0,Swordcraft,Commander|Princess,Follower / Evolved,-,4,5,Ponzu,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-U02EN.png
Juno's Secret Laboratory,BP01-U03EN,0,Runecraft,Alchemist,Amulet,5,-,-,Enarain,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-U03EN.png
Dark Dragoon Forte,BP01-U04EN,0,Dragoncraft,Dragonheart,Follower / Evolved,-,7,3,Mushimaro,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-U04EN.png
Medusa,BP01-U05EN,0,Abysscraft,Demon,Follower,6,6,6,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-U05EN.png
Jeanne d'Arc,BP01-U06EN,0,Havencraft,Luminary,Follower / Evolved,-,4,5,Soji Hisakata,,https://en.shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP01/BP01-U06EN.png
